당기순이익	매출액	법인세차감전 순이익	영업이익
594062210.0	97270449274.0	1140620987.0	633748087.0
3721074858.0	115675003540.0	4547301235.0	4535326981.0
11214789113.0	420668006499.0	14803792204.0	19182810199.0
6204125852.0	113720271212.0	7624363602.0	5451750908.0
1232969023.0	104924663920.0	2506697750.0	2737376517.0
4902954717.0	129643377358.0	3862775292.0	3757593953.0
7221415229.0	417368938624.0	9475043946.0	6601032046.0
2086495679.0	114879702580.0	2923373049.0	2522624595.0
1236916704.0	92533527512.0	1518262458.0	966501484.0
10236924151.0	328288630355.0	12686220165.0	11342786661.0
10011171504.0	103853257227.0	12668923644.0	11845722120.0
17727772776.0	152307801289.0	22733024859.0	21281026055.0
8080603024.0	114909852939.0	10157390706.0	9829654828.0
65898905421.0	510185095507.0	83241401542.0	48569477615.0
3408506222.0	118767879412.0	5036852609.0	4026580424.0
8858536113.0	130077317632.0	11449754656.0	10013253481.0
2700328806.0	109795633243.0	3093727966.0	3891715584.0
12067999270.0	484291225781.0	15802928390.0	13990246944.0
5775858878.0	122322734489.0	7356748814.0	5577826995.0
17420022071.0	456325697481.0	22828893627.0	20384146359.0
3709985601.0	93179932598.0	4639717672.0	2842879795.0
4780022976.0	114045861213.0	6140555538.0	5279220288.0
3429368408.0	96401828217.0	4368797296.0	4173738180.0
14347893535.0	419416899335.0	18980372213.0	15445910306.0
27240935047.0	183876312686.0	21542611173.0	40707488015.0
19781248337.0	190050596295.0	20771967041.0	44217794566.0
28941189920.0	198216789056.0	28732045178.0	45796798284.0
88344017895.0	773140180180.0	85493535543.0	172427929685.0
28076949911.0	190460700050.0	39148443054.0	51733731326.0
26125935054.0	174683070682.0	38707724998.0	45072406550.0
10066729521.0	163900331161.0	20735155507.0	33046229601.0
110175088512.0	679737743507.0	104961599236.0	143195167751.0
2096938281.0	138444868559.0	1669366430.0	12676794616.0
34196293344.0	174061145558.0	33799312987.0	33886130245.0
32941841886.0	183739992151.0	37861764761.0	40627001431.0
86828767655.0	669279136472.0	96113999904.0	112993142556.0
16123092350.0	159579694843.0	19660531883.0	22372373933.0
31271810387.0	213485073675.0	42194285254.0	49299446631.0
44638672356.0	222319992294.0	59410376994.0	61778363023.0
104637012339.0	807416422918.0	143965439877.0	181292187959.0
55064822116.0	225803046210.0	65744831221.0	64743306581.0
50352601463.0	241651066681.0	67868144126.0	77062361400.0
47042231413.0	240646806647.0	61243171228.0	67126286680.0
166025591077.0	935919766484.0	209655252129.0	239335181312.0
47810548964.0	243736208590.0	63148463509.0	60590744587.0
59042973323.0	274650520717.0	82109719531.0	81389693573.0
92666034218.0	328439857760.0	126261238448.0	118979516396.0
316891852008.0	1214682040178.0	420439748913.0	399106778303.0
158684674713.0	395024842725.0	204663975843.0	181544900393.0
160944371349.0	435741782862.0	219161433753.0	213196901576.0
170827730654.0	447380224871.0	232308331453.0	220356744364.0
558836662217.0	1675287533666.0	747138338305.0	768746685740.0
76358431703.0	298167417121.0	96945019599.0	82980879329.0
80270928182.0	308817373901.0	101927917485.0	89928381512.0
52501851578.0	267801570379.0	63620675106.0	50292603714.0
264149250979.0	1154223638940.0	305900259376.0	265437456373.0
43912898744.0	261498168765.0	60134500485.0	41041920896.0
64099392514.0	298387736089.0	83989802246.0	67451961546.0
70985731258.0	287793117958.0	77047239564.0	47051581514.0
229385888355.0	1131167709804.0	275842787027.0	190838683363.0
59279251722.0	245776625126.0	74550959466.0	46404900644.0
8638230208.0	87956438064.0	10893080968.0	5752946057.0
12543290971.0	83585091653.0	14650671488.0	9727675677.0
6912165630.0	136844825040.0	9165277720.0	12294314932.0
37095277015.0	421933897529.0	44753574614.0	22334214599.0
8871963221.0	131662085780.0	10487113558.0	8379824785.0
5394113886.0	141095072282.0	6565329821.0	659820144.0
10283825639.0	154183445854.0	12545071073.0	5309173034.0
102967841736.0	556516272475.0	105305227778.0	34186361642.0
6939646602.0	109647513148.0	6808858245.0	1159782690.0
19477800724.0	115163840539.0	12701449111.0	2455282411.0
8625387172.0	64403049825.0	6028167753.0	372049453.0
38061341990.0	412274754394.0	27124837311.0	2178439385.0
8439452069.0	60635553667.0	9460034631.0	1929601148.0
14267942118.0	58082281923.0	13441265026.0	5464452821.0
6515537032.0	76256304423.0	2271380560.0	4247314994.0
27833229817.0	265642043539.0	29220812027.0	1298140094.0
2033334091.0	76260449169.0	1652682441.0	5171631670.0
6356690180.0	202443124335.0	7901652935.0	13169581323.0
5145973102.0	90791257171.0	3779881930.0	3204968106.0
241879349.0	484064481529.0	2110745744.0	34611431739.0
473935473.0	85537980245.0	103679887.0	4365827029.0
991164494.0	112608587573.0	1239736404.0	8556539122.0
3308187538.0	116121225680.0	4040919526.0	8375399019.0
9246301358.0	435282695963.0	19092559536.0	31459196423.0
3426311526.0	101516812878.0	2721056491.0	5998509229.0
655341084.0	97490677756.0	1925889945.0	6510779972.0
2584315854.0	111344577013.0	2207424034.0	7437569287.0
1828714243.0	409957041438.0	1711163918.0	25843738569.0
2433646036.0	104074583394.0	3502135387.0	10515945766.0
11817383203.0	89585982404.0	8073476094.0	13084773166.0
15232336453.0	362071696060.0	9844251107.0	31156677378.0
4176871070.0	82361874452.0	3927193121.0	1899639166.0
3311641859.0	66852302669.0	4203768759.0	2123046430.0
9682981858.0	290184364896.0	9412596382.0	2037606335.0
551115547000.0	21166707211000.0	734890361000.0	1225330266000.0
222873975000.0	6107273930000.0	280275424000.0	381187673000.0
569823382000.0	23954197397000.0	795266748000.0	1252913231000.0
172751656000.0	6349714131000.0	246703096000.0	331729472000.0
502249281000.0	6504953550000.0	673548347000.0	297627539000.0
448723665000.0	7065054476000.0	619794070000.0	431864785000.0
1137728417000.0	26898599989000.0	1575181329000.0	1325955339000.0
190662466000.0	6974159438000.0	247565880000.0	341537892000.0
853967198000.0	7062540200000.0	1150951225000.0	301290904000.0
142582522000.0	7686099875000.0	258065047000.0	406408776000.0
880027278000.0	29523435477000.0	1319664685000.0	1332475208000.0
114251468000.0	7794949406000.0	171215363000.0	343270016000.0
290381887000.0	8453696547000.0	362157403000.0	365213888000.0
73424785000.0	8679743824000.0	167501173000.0	426811596000.0
323842817000.0	33779706665000.0	597074918000.0	1509154524000.0
363294726000.0	7840010949000.0	524746527000.0	264264280000.0
55190366000.0	7793995214000.0	169412898000.0	358750834000.0
141858180000.0	8224388965000.0	224367595000.0	429097362000.0
204007798000.0	31999102947000.0	513697772000.0	1390340166000.0
171487927000.0	8011706833000.0	270086443000.0	447494209000.0
276093146000.0	8336196776000.0	461784797000.0	567470408000.0
160376550000.0	8852672790000.0	303155948000.0	497557299000.0
806961658000.0	34484026554000.0	1300849491000.0	1881800099000.0
205633524000.0	9117963877000.0	302586802000.0	497813404000.0
295999289000.0	10309493942000.0	428531132000.0	688045316000.0
244987750000.0	10891501269000.0	393686539000.0	640046133000.0
686845690000.0	40924879773000.0	1056239012000.0	2154201790000.0
11721519000.0	9777443903000.0	127192948000.0	329343493000.0
34817052000.0	10290328664000.0	157744354000.0	498890932000.0
524667990000.0	41352688159000.0	985934697000.0	2039057889000.0
151195776000.0	43646656090000.0	708801812000.0	2547483645000.0
1961426542.0	434352380163.0	2056632579.0	21524770695.0
1420853088.0	119235907731.0	1470756514.0	7624754054.0
16231671779.0	116519134504.0	1623639080.0	5241034232.0
4768363320.0	118898770719.0	5735526254.0	4369200770.0
10933543779.0	467465120987.0	7081314559.0	24537931119.0
882821723.0	123287768416.0	466469050.0	7913508147.0
1063471973.0	121292120807.0	1602753937.0	3633928978.0
5758368656.0	133264722330.0	7655932733.0	5856131327.0
742474380.0	502918586614.0	1348034773.0	21718133966.0
4614450026.0	130652757991.0	5314006116.0	5948804311.0
8513912901.0	132674771642.0	8463489408.0	3971107388.0
2304900389.0	146517814024.0	6764615182.0	21893949633.0
8056888863.0	537181974037.0	10234222917.0	21584082789.0
4674119974.0	130279002044.0	3922047008.0	3633755605.0
1475770456.0	134135945656.0	429745264.0	1405812103.0
1142711408.0	133015014125.0	1245175343.0	2645997403.0
25275015882.0	511335342733.0	34335181848.0	19013830488.0
2741548188.0	129023053691.0	2866827373.0	453656693.0
8502703878.0	136458983357.0	7571585321.0	5373682868.0
2955819696.0	137142031025.0	1614152185.0	124024192.0
15275470497.0	547335707795.0	13205175394.0	1322981932.0
4075947922.0	142094237899.0	5348753084.0	9366873700.0
3791272196.0	146029699604.0	504611465.0	2004094763.0
5023692672.0	148991684330.0	6970676292.0	7568510534.0
1441453468.0	606584944778.0	20532660766.0	31199849285.0
9445749938.0	156341121486.0	10655121422.0	13322625416.0
851166637.0	165004266888.0	6700121017.0	9402602920.0
8140019103.0	169846680081.0	11471791989.0	11555420447.0
29852560173.0	684351099249.0	45361952269.0	62960870729.0
15405516126.0	173383298754.0	20751803576.0	20324016175.0
15970772466.0	185922571832.0	18590506743.0	20574832515.0
38430259560.0	748526707817.0	54836449900.0	100303770111.0
65040120873.0	719375756340.0	82419534319.0	82488136816.0
7072188523.0	244388848928.0	7578163599.0	4293590436.0
794400375.0	57303287753.0	926436180.0	615292889.0
2475591578.0	65394504628.0	2736199769.0	637036202.0
3387339013.0	62850044616.0	4482449687.0	120522192.0
4138013279.0	245581674685.0	4001650802.0	1207867743.0
574644075.0	50098561988.0	454909664.0	1809898656.0
2449919111.0	51841639199.0	3126819568.0	1845685390.0
1231532236.0	56385887506.0	1599285715.0	574855457.0
9603953530.0	208620667629.0	13648855727.0	9933503448.0
668826319.0	51315072832.0	1049400775.0	1451168508.0
4869207050.0	56968986220.0	6867816191.0	2877601524.0
5155105717.0	52129876918.0	6769767266.0	2187363551.0
12434233673.0	209061756625.0	10286308314.0	13422913289.0
3553704942.0	39748925613.0	3928172917.0	2450339392.0
286975584.0	37653245098.0	1504990610.0	1711065980.0
1977555142.0	37835636798.0	2626183279.0	1579801979.0
15955033416.0	156304223062.0	16694351310.0	12979458087.0
298692840.0	47260540280.0	190435996.0	945152348.0
2281811163.0	38372514826.0	2683695127.0	689242547.0
405894711.0	44155206972.0	726386402.0	1391286477.0
2643028241.0	175246728156.0	3877975264.0	3550300015.0
413304392.0	52993791894.0	583766856.0	1262711025.0
1494365023.0	43985558650.0	1930422533.0	2390632933.0
1062625068.0	54269754162.0	1328835579.0	2358262380.0
1555720538.0	200372904619.0	2080730078.0	5406662230.0
1387812768.0	49856719852.0	1697201225.0	997424106.0
2688352596.0	47111211951.0	3583685349.0	1839161505.0
647863990.0	46950945656.0	761007135.0	560191527.0
5230874590.0	191519691272.0	7294616886.0	3886402441.0
2038604951.0	36017778114.0	2676609763.0	2521087664.0
535996775.0	40245731416.0	783466878.0	1541148104.0
487493831.0	42792147292.0	445330688.0	399627737.0
3671292616.0	149403981153.0	4668523839.0	1812481976.0
118694068.0	27855706448.0	192998634.0	147172823.0
408252871.0	38276878183.0	576477837.0	1273605309.0
1115646565.0	133909117274.0	1525575729.0	2418669755.0
7066656864.0	232143976145.0	9403155106.0	6827856076.0
62828564.0	52840931857.0	118965178.0	317441339.0
140678439.0	51132997928.0	190260948.0	375937379.0
4014455002.0	214873529954.0	5186631398.0	5370984298.0
392029597.0	53321231957.0	476318300.0	271523186.0
246358640.0	55124606174.0	351110627.0	585785077.0
4179727479.0	214187823190.0	5480554785.0	2889116179.0
42047133.0	52346126183.0	79811669.0	177174738.0
73478689.0	53534902533.0	124666376.0	926984558.0
2673474159.0	215235726877.0	3514480958.0	1990802876.0
636105215.0	48944762070.0	820432297.0	243470440.0
549163379.0	50160386341.0	676166023.0	413098011.0
94034427.0	50374310946.0	167869822.0	811799333.0
1066829030.0	209158970546.0	1527786458.0	1352004776.0
129270556.0	45814390107.0	203592671.0	68357547.0
189515941.0	46222992113.0	176249171.0	136237107.0
1071130252.0	48756110574.0	1435230497.0	184057925.0
1271123642.0	196419616737.0	2074876988.0	366010135.0
62185881.0	47710342896.0	72843891.0	20228030.0
865459841.0	196123923305.0	1476711326.0	1256042111.0
217094759148.0	13224458801454.0	215239778825.0	81691890701.0
33608123858.0	3015337523513.0	51303933772.0	44605293914.0
30581595530.0	2845617336811.0	42029691335.0	56363637924.0
9613988143.0	2941860196832.0	12422091907.0	21624816117.0
84750675793.0	11966717411723.0	133179797603.0	174073738648.0
53726942936.0	3057839820328.0	75115656926.0	81446701619.0
14498889340.0	3015287856772.0	34184270893.0	39237273121.0
30764174113.0	3311827514161.0	55188998889.0	64991686464.0
88184961031.0	12827237443495.0	177891493913.0	212254345182.0
78061540189.0	2387411975142.0	69591421881.0	60696061566.0
27692591065.0	2349830115118.0	49231834946.0	54430890539.0
29505216480.0	2571987732003.0	43990325020.0	46978952829.0
35991404090.0	9988224865921.0	156595379034.0	165659349646.0
89249154530.0	2542663678072.0	49262686159.0	53334407254.0
101646491279.0	2615094670714.0	137015257616.0	50560504180.0
8986283857.0	2759774719466.0	11805221924.0	29235425157.0
14860961304.0	10530857111717.0	75284221827.0	134784427823.0
270475972099.0	2449804180803.0	374513433924.0	49852417657.0
21134018121.0	2307264866718.0	28256311509.0	30296982983.0
41292337474.0	3155227921521.0	31294894725.0	34933787036.0
361606498922.0	11282632389570.0	455863369873.0	159835470836.0
97805006065.0	3685179912825.0	130767839495.0	113257394184.0
110987512409.0	3955951439707.0	152032710924.0	125768653916.0
178231696967.0	4494812568209.0	240362989139.0	209621664703.0
540331627454.0	16686532633651.0	734696920486.0	656217086586.0
223147182929.0	4918114586110.0	301606251680.0	245713763096.0
230926897831.0	5019968557704.0	332009226427.0	289364551696.0
247501514745.0	4709383165547.0	267030781887.0	272589657363.0
779310807894.0	18759549404034.0	1133187692778.0	965543470335.0
156377016149.0	3699915384072.0	212373355239.0	161732038640.0
72115948096.0	3440394032766.0	110829192583.0	129225751202.0
193358801940.0	14514349869122.0	342797997065.0	433109594096.0
98012889647.0	3776092533510.0	130245130265.0	110707662143.0
113117477582.0	4073558531214.0	170897941836.0	129608508554.0
120748466931.0	4560282839728.0	171838058377.0	154673581292.0
269491720840.0	16637572685167.0	460422117077.0	489185373375.0
34250578079.0	825841280918.0	46698667420.0	47285330584.0
8822418618.0	200441065930.0	12457945797.0	13195247746.0
6737311561.0	202547798034.0	13085088868.0	13029401884.0
24815497352.0	196421173806.0	16208753695.0	8514213768.0
11502422948.0	207990793310.0	15027765005.0	13766164125.0
51048348041.0	810844358507.0	53127342018.0	36178257282.0
10602541273.0	209786363540.0	14191271295.0	11668241808.0
38701300230.0	208141353833.0	52860597122.0	8196581876.0
12004705228.0	214762174645.0	13913778072.0	12609815313.0
51472655804.0	864585835647.0	74914386097.0	32798360071.0
6809685245.0	220001136295.0	8417268584.0	7782023639.0
7270560298.0	234241264247.0	11047973016.0	11059175347.0
13718327505.0	245048337245.0	15711814309.0	10805859081.0
5794274010.0	243591681913.0	8459474734.0	4663108685.0
20812924021.0	970248268165.0	30949373674.0	22966625919.0
87295095400.0	1111341734130.0	129608921353.0	24960181509.0
4407061726.0	304947420869.0	8893040427.0	6391856650.0
10804855212.0	340714196761.0	12403071510.0	15110430859.0
4917313504.0	346454157592.0	7332068099.0	13005899702.0
41343753991.0	1368170051431.0	55132475147.0	43274283090.0
8506650532.0	354546667772.0	10069832333.0	3137953805.0
10827609347.0	360460181514.0	14763363912.0	14234654754.0
81242498761.0	1441458547512.0	101521463705.0	54859482247.0
14630729151.0	339617665765.0	18296779938.0	19461516736.0
15453031574.0	329423630333.0	20882465461.0	17225672878.0
48829120223.0	1374735359151.0	70027261031.0	72306706525.0
4043772778.0	91618544938.0	4520449628.0	2462368278.0
27034782.0	21131961833.0	591391464.0	457461536.0
192296606.0	23804919869.0	4005148.0	251764598.0
4187272305.0	87333325845.0	4362470757.0	204104742.0
236508153.0	19065683326.0	139125728.0	19756737.0
848885877.0	20568901899.0	826395344.0	492403051.0
2889794181.0	78255521546.0	5205338331.0	3934058788.0
184907237.0	17978520384.0	498255034.0	259924580.0
1504263386.0	19712145560.0	1923294854.0	615741670.0
4955358629.0	17039639592.0	5326509641.0	1828271486.0
3999571864.0	71549827901.0	892196313.0	5293766173.0
988995295.0	14922053694.0	699103526.0	1072981544.0
8189047373.0	18639885656.0	10145418847.0	2027574619.0
11777748793.0	24229079097.0	15705891774.0	1268514989.0
6676273731.0	89087334122.0	7522597721.0	968491480.0
5403121899.0	22565959873.0	5137704439.0	3689550130.0
7997060484.0	32928925860.0	8536887618.0	4122215763.0
1614987608.0	26863502756.0	1567806212.0	959754181.0
20527205181.0	109928740663.0	21631882349.0	10803222467.0
4298978915.0	20616001079.0	4312299894.0	2924734048.0
3335361310.0	24909155545.0	3173587621.0	1551516311.0
3379234911.0	22226922824.0	3364389612.0	2067377209.0
17669052258.0	96849603243.0	16275588812.0	8008762543.0
2717567591.0	23241409104.0	2717567591.0	1962237157.0
66616464.0	28656333404.0	108035345.0	1401327018.0
3562449721.0	24871671316.0	3562449721.0	2805213135.0
24431930755.0	102255056679.0	24473349636.0	14020928187.0
7467801687.0	19917857163.0	7467357836.0	5902337284.0
1336536908.0	11990559173.0	2252486654.0	1950794011.0
4239833844.0	11785710494.0	4239833844.0	2241238851.0
31563058092.0	47384485455.0	33593745937.0	12080295470.0
4641808829.0	11143648770.0	4641808829.0	2787344561.0
2429360827.0	11295507464.0	2429360827.0	1808769962.0
3569519714.0	9897631672.0	3569519714.0	2000200639.0
27194991844.0	40641437841.0	27194991844.0	7753996792.0
30696475248.0	1647662690835.0	33710043117.0	
49619329316.0	1652599784559.0	62962531346.0	
56359652816.0	396261335819.0	52591109535.0	12592949228.0
2764293486.0	101318882783.0	2061258876.0	2795322898.0
17415920963.0	415189782491.0	13689177992.0	7383106319.0
998728469.0	101317038938.0	820935512.0	4129436130.0
5711075622.0	82200010086.0	5118094578.0	515034320.0
2324724579.0	77577653099.0	1624011644.0	610188806.0
20183318979.0	338670379970.0	18458817728.0	1213891345.0
345408747.0	76803732566.0	286184637.0	1132846243.0
37190741223.0	66407435806.0	374327553.0	738961677.0
3517190986.0	72601196389.0	3647042713.0	1291352074.0
20930537630.0	77296232916.0	71728058548.0	47799873469.0
2259190844.0	21256095650.0	2602121459.0	1182748509.0
10301843242.0	15741448803.0	2908942642.0	2341705560.0
3950731323.0	13270720076.0	3519499528.0	2361583616.0
33237745519.0	62937826664.0	22190573355.0	4175808753.0
4439351762.0	12472290230.0	1863991854.0	3040309404.0
2440745088.0	13516793772.0	2237392683.0	917983166.0
4541255848.0	9481917598.0	4591730100.0	3833848307.0
24340513842.0	45133596717.0	10678282160.0	7694001101.0
2945047653.0	10656464718.0	3227685187.0	2322986199.0
31825419.0	10697299981.0	165813940.0	349028847.0
2045358708.0	8841816858.0	3804624958.0	2930856092.0
9883907411.0	41640597680.0	11701592224.0	8559664657.0
5909997918.0	11457940386.0	5988498606.0	2929763475.0
3681888462.0	12526678787.0	3283809242.0	2452194181.0
5722573874.0	10473977706.0	5713572329.0	2806981482.0
16903661108.0	46015093156.0	16261105845.0	11787966654.0
1928085563.0	15456646029.0	1809759504.0	1199239657.0
1433511859.0	12942235121.0	1278264252.0	1353053566.0
2745438267.0	13362330730.0	2713312212.0	1975002210.0
18342317139.0	53372993650.0	17991104960.0	8228668329.0
2090798617.0	15158966841.0	2147447751.0	1405892844.0
1329755931.0	12929960297.0	1274462277.0	424809370.0
1725311440.0	12254658188.0	1626712658.0	1763260886.0
13843864042.0	53171559352.0	13889590744.0	4957267533.0
224392900000.0	5720334279000.0	191834750000.0	193643210000.0
84833686000.0	1224813246000.0	98492016000.0	56599590000.0
129605745000.0	1424470788000.0	134455355000.0	117586222000.0
42302529000.0	1379732460000.0	66168544000.0	70882492000.0
70775607000.0	5006583137000.0	45888298000.0	256593362000.0
42007485000.0	1513597021000.0	57152364000.0	57609383000.0
69376583000.0	1510062390000.0	81295218000.0	54343991000.0
12531371000.0	1554417239000.0	18646687000.0	72539915000.0
4770110303.0	6049348882989.0	37746596779.0	241325303327.0
38902292109.0	1401308468691.0	36935809380.0	20566817669.0
190185886811.0	1511846780103.0	192702129760.0	32317967574.0
8289927656.0	1501366407332.0	11325600465.0	52633969011.0
304481652173.0	5964930870893.0	326998529178.0	144961103724.0
729901937.0	1374868028734.0	3189316903.0	48307608533.0
20614520866.0	1494932194589.0	30167098433.0	79197508889.0
60101219723.0	1430378304044.0	62582465391.0	56704846047.0
81691128740.0	5658431459389.0	82486263908.0	164555175276.0
120818684942.0	1228376454608.0	119699073345.0	56169892659.0
62254152418.0	1301899979466.0	83326210351.0	99799611483.0
37045990673.0	1297539663426.0	61388697763.0	85679817473.0
69455194791.0	5206191561313.0	127688456506.0	294697649009.0
27553103479.0	1395774735235.0	48151309511.0	109430749372.0
147864596284.0	1818001197852.0	195220906553.0	206982318505.0
198738564506.0	1907037126274.0	262364203676.0	298527533351.0
558595878971.0	7240296531105.0	687288298233.0	803015420425.0
272561031587.0	2131317295529.0	320347963882.0	205825157067.0
148783820717.0	2313311490627.0	98210663908.0	293655889660.0
139317324265.0	2035230313709.0	112365396343.0	148548766573.0
425456163404.0	8511126283083.0	547679373077.0	743493091943.0
94157623815.0	1917225899846.0	82205421156.0	160024263280.0
213444333195.0	464693704244.0	32988273583.0	29372494661.0
231577736410.0	1841113699327.0	525059822805.0	60062636095.0
17516652611.0	439836828084.0	22046649908.0	13103287530.0
25334204480.0	506353718793.0	31564857853.0	26083982226.0
19652546713.0	1999426088314.0	36655966953.0	58003101705.0
46728650355.0	2262023464125.0	45099552975.0	28908532442.0
5721698948.0	567274212460.0	5891345212.0	5498758363.0
5957945613.0	618236181106.0	6103822948.0	11213685953.0
5311989285.0	597373269648.0	6357000946.0	7732364755.0
16073111502.0	2553790920272.0	18554247685.0	36411794923.0
9912262432.0	811937116004.0	11637137520.0	12076933153.0
7050776931.0	805443682655.0	8515639641.0	15091445579.0
4967270421.0	908157419014.0	5477023504.0	14851574364.0
22495620332.0	3387389006146.0	21393455366.0	48023415934.0
5957371035.0	1004502231912.0	8056297322.0	13977332016.0
8156213433.0	1027292591546.0	10664250499.0	17688842808.0
6144426761.0	1043739789424.0	9678055096.0	13708039459.0
21058575735.0	4058527568657.0	30351372832.0	56129900458.0
8966422238.0	1043092205380.0	11930781640.0	15258648559.0
6401512476.0	1113726752401.0	9798903237.0	17689330187.0
2917013642.0	912641876518.0	4611451856.0	13132972828.0
16661330444.0	3889400298212.0	6153871300.0	58277395763.0
8273230960.0	868156577196.0	11793922777.0	19506478144.0
7842377548.0	663902024518.0	11063364129.0	14287321949.0
2300398367.0	641495224144.0	3651140478.0	7449104737.0
82139431429.0	2815020979457.0	69576004689.0	32299928715.0
2617207327.0	679474772887.0	5431975465.0	8063599045.0
8427391996.0	801442691003.0	10499300483.0	11255974305.0
19522798457.0	1066015039744.0	16016316293.0	18444308864.0
22028008413.0	3849040520289.0	26374416022.0	38846703450.0
11703686584.0	1250815970594.0	16209138353.0	23806175111.0
19283608442.0	1369909995502.0	22785823496.0	19883701446.0
11996828065.0	1284004002117.0	16736350401.0	12101183740.0
68061370179.0	5070923117354.0	61122260907.0	70467603982.0
9115188289.0	1002939532556.0	14321198457.0	23318900080.0
6604086537.0	1010335293080.0	12482564393.0	17201085640.0
12608381093.0	917455024763.0	19178622241.0	22831728276.0
26078650864.0	3916492566786.0	52208317562.0	76519058573.0
18852335000.0	957374245000.0	24382067000.0	21233232000.0
56067654000.0	4066493928000.0	71559161000.0	77879797000.0
77030131959.0	302388686976.0	77030131959.0	50921667080.0
5311864410.0	46087514899.0	5311864410.0	5346218135.0
2412890965.0	40495290273.0	2412890965.0	2348534440.0
4832667631.0	50986514290.0	4832667631.0	3815856876.0
2149172879.0	183598711370.0	2501610461.0	9299057801.0
621067786.0	22947363480.0	621067786.0	889191991.0
2658483058.0	29812943553.0	2658483058.0	2572947747.0
4693753876.0	30318577879.0	4693753876.0	3327420730.0
1700256436.0	115611172617.0	1575972106.0	1829223159.0
125053897.0	22569640233.0	125053897.0	134366788.0
262556199.0	32873265172.0	252497767.0	1101664692.0
530318090.0	32885407259.0	530318090.0	564786040.0
5715674597.0	157172930507.0	5738269705.0	11141644773.0
2717225976.0	43931389906.0	2717225976.0	1463584188.0
277077983.0	58056303965.0	281937343.0	408632860.0
971111899.0	63094484035.0	971111899.0	2643367375.0
3863897049.0	236179654398.0	3862088594.0	4821012248.0
3031064056.0	50568975029.0	3031064056.0	1668909183.0
1021572457.0	57597021165.0	1008956227.0	2486464495.0
2487994903.0	45906324316.0	2487994903.0	5220407895.0
13761610897.0	237961500135.0	13748994667.0	15215334844.0
3418717232.0	60534088645.0	3418717232.0	2996472855.0
3106388027.0	85922077922.0	3500930289.0	2778146089.0
3705646186.0	82559653455.0	3705646186.0	2860102236.0
21679416652.0	356740019691.0	23894663066.0	20804647592.0
1636058208.0	82691006077.0	1636058208.0	1682054315.0
2514707792.0	106815968204.0	2707997194.0	2344193981.0
458641246.0	116882893067.0	458641246.0	190339586.0
19332575729.0	450379452331.0	15758164576.0	11115819532.0
4256239821.0	132255487517.0	2240872121.0	983756626.0
6035270210.0	135685900898.0	5696616952.0	6775954486.0
3340349128.0	139301438852.0	3324642148.0	3633147660.0
5988599636.0	547683547225.0	4683528827.0	4346983076.0
4850625609.0	142625049109.0	4850625609.0	5142584866.0
294797876.0	124033368723.0	571853375.0	761762086.0
1466644716.0	112585238759.0	1466644716.0	1298423863.0
6198754619.0	504249000325.0	6338857767.0	7304140896.0
7560459870.0	156624321812.0	11134028669.0	
57306543254.0	815040553001.0	73634606435.0	
17143096378.0	167687501769.0	22501539309.0	
8431528593.0	186145814052.0	10689245529.0	
30952554750.0	779174975982.0	41200930102.0	
4329742600.0		3673536543.0	
487236451.0	182188880534.0	691955297.0	
3442550344.0	86405090723.0	4596970878.0	
18247893808.0	69931142235.0	19250138184.0	
10492637018.0	105928404867.0	11053308086.0	
47346647857.0	322674868493.0	48933106270.0	
3872494659.0	40028956764.0	4252080742.0	5553877567.0
3049951415.0	41980655663.0	3350877664.0	4783655565.0
16028599124.0	168389466315.0	16689030059.0	21205476805.0
2514432462.0	43600302213.0	2733515126.0	4050382913.0
3968352232.0	40422931973.0	4355856628.0	4911012706.0
816339813.0	44414905306.0	898253792.0	1643131600.0
10145917483.0	171324548992.0	10040611624.0	12521407160.0
3462045734.0	46396524104.0	3791932202.0	4447914331.0
2399374847.0	44048012591.0	2640348783.0	3208215476.0
4308646276.0	49076387607.0	4745315606.0	5533846327.0
14896324686.0	191117728512.0	15250312639.0	17929801315.0
7042402581.0	54362623785.0	7753052357.0	8076419183.0
4897457536.0	56070007059.0	5388689026.0	6300117610.0
5655688349.0	57756666129.0	6261217025.0	6934945124.0
22702656071.0	232725146826.0	24753180845.0	28274340213.0
6255618027.0	63080021505.0	6973653274.0	8910709670.0
837640769.0	57301032561.0	2424923055.0	4040416243.0
7728814098.0	233521888171.0	9296718974.0	17738515912.0
1289578059.0	59733222383.0	1433859000.0	3035604941.0
228623107.0	59120203366.0	150144216.0	1226696707.0
3600645965.0	245228124294.0	3353875858.0	9748351104.0
994391805.0	42164637259.0	653847105.0	1870484472.0
11983315532.0	30293037420.5	12584585171.0	4988815594.5
3471259458.0	10553509138.0	3012929573.0	2116753348.0
4493105836.0	12759158289.0	4740932002.0	2922077555.0
4970480370.0	27250599408.5	6681892248.5	4208602216.5
1886916153.0	12343543203.0	1981713114.0	1053120086.0
2541651057.0	10926992297.0	2649860482.0	1235686429.0
2075705824.0	46483649019.0	2016152125.0	4783652032.0
13636186.0	11351033271.0	13636186.0	30147028.0
2022832815.0	13357287546.0	2022832815.0	68567099.0
718140915.0	10478595665.0	718140915.0	1976405414.0
5214232144.0	10021439514.0	5214232144.0	930795098.0
189770794.0	11643423307.0	189770794.0	1569584053.0
6342709183.0	23336104259.0	6342709183.0	3365864536.0
