Date,Open,High,Low,Close,Volume,Change
2016-01-04,37250,39950,37050,37300,389373,0.0026881720430107503
2016-01-05,36350,38650,35750,38500,290025,0.03217158176943702
2016-01-06,39800,40900,38300,40600,458062,0.05454545454545445
2016-01-07,40250,40900,38750,39200,373389,-0.03448275862068961
2016-01-08,37700,42700,37100,42100,798397,0.07397959183673475
2016-01-11,41900,42600,40500,41000,372204,-0.026128266033254133
2016-01-12,40800,41400,39500,39500,260771,-0.03658536585365857
2016-01-13,40200,40650,39200,39550,274709,0.0012658227848101333
2016-01-14,38500,41250,38450,40850,391871,0.03286978508217442
2016-01-15,41450,41550,39300,39450,295662,-0.03427172582619342
2016-01-18,38750,39850,38550,39600,170958,0.0038022813688212143
2016-01-19,39400,40900,39400,40500,175378,0.022727272727272707
2016-01-20,40650,42500,39350,41000,444536,0.012345679012345734
2016-01-21,41050,41700,39950,40350,234322,-0.01585365853658538
2016-01-22,40550,40900,39000,39550,244422,-0.019826517967781898
2016-01-25,40000,41200,39700,40950,180514,0.03539823008849563
2016-01-26,40700,41800,40500,40800,162130,-0.00366300366300365
2016-01-27,41200,41350,39700,39750,195318,-0.02573529411764708
2016-01-28,39800,40500,38700,40350,149294,0.015094339622641506
2016-01-29,40300,40350,39400,39750,111265,-0.014869888475836479
2016-02-01,39850,40250,39550,39750,106525,0.0
2016-02-02,40200,49650,40000,44500,2188945,0.11949685534591192
2016-02-03,45700,47800,44000,44950,842210,0.010112359550561889
2016-02-04,44450,45550,41450,41650,549901,-0.07341490545050056
2016-02-05,41650,42700,40950,41950,265574,0.007202881152460927
2016-02-11,40050,41000,37400,37900,424122,-0.09654350417163293
2016-02-12,36550,43500,32650,39500,1135574,0.04221635883905006
2016-02-15,39300,40200,36950,37650,516526,-0.04683544303797471
2016-02-16,38700,39500,38050,38150,235797,0.013280212483399723
2016-02-17,38150,38500,36300,37600,294509,-0.014416775884665833
2016-02-18,38000,38250,37400,37550,188239,-0.0013297872340425343
2016-02-19,37350,38400,36900,38150,167471,0.015978695073235683
2016-02-22,38250,39200,37650,38200,143694,0.001310615989515096
2016-02-23,38600,38750,37050,37050,185869,-0.030104712041884807
2016-02-24,36700,37600,36500,37100,112460,0.0013495276653170407
2016-02-25,37150,37850,36750,37000,119069,-0.0026954177897574594
2016-02-26,37050,37150,35950,36000,200851,-0.027027027027026973
2016-02-29,35800,36200,35050,36100,184184,0.002777777777777768
2016-03-02,36300,37000,36100,36250,148132,0.0041551246537396835
2016-03-03,36450,37550,36250,37400,168049,0.03172413793103446
2016-03-04,37300,37600,36700,37000,112576,-0.010695187165775444
2016-03-07,37150,39500,37150,37950,322215,0.025675675675675746
2016-03-08,38100,38450,36200,36500,289006,-0.03820816864295129
2016-03-09,36500,38300,36350,37950,263481,0.039726027397260166
2016-03-10,38050,38600,37550,37900,112862,-0.0013175230566534468
2016-03-11,37950,39850,37650,39200,264816,0.03430079155672816
2016-03-14,39350,39500,38400,38800,98717,-0.010204081632653073
2016-03-15,38800,38850,37600,37600,155607,-0.030927835051546393
2016-03-16,37800,38000,37000,37550,99838,-0.0013297872340425343
2016-03-17,37600,38000,37200,37550,71048,0.0
2016-03-18,37600,38750,37350,38500,156900,0.025299600532623145
2016-03-21,39050,39100,37600,37850,122867,-0.016883116883116833
2016-03-22,37850,38000,36800,37050,183808,-0.021136063408190187
2016-03-23,37050,37550,36850,36850,136315,-0.005398110661268607
2016-03-24,37000,37900,35900,36900,297228,0.0013568521031208647
2016-03-25,37000,37450,36350,36350,128677,-0.01490514905149054
2016-03-28,36300,36650,35400,35450,202915,-0.024759284731774467
2016-03-29,35000,36350,35000,35900,168241,0.012693935119887145
2016-03-30,36250,36500,35900,36050,90206,0.00417827298050133
2016-03-31,36000,36450,35700,35900,118895,-0.004160887656033285
2016-04-01,35950,37300,35900,36950,128065,0.029247910863509752
2016-04-04,37000,37250,36750,37150,107874,0.005412719891745521
2016-04-05,37300,37450,36550,36550,91055,-0.016150740242261152
2016-04-06,36300,37050,36100,36450,83256,-0.002735978112175075
2016-04-07,36450,38500,36100,37650,333153,0.03292181069958855
2016-04-08,38050,38400,37350,37850,150534,0.005312084993359889
2016-04-11,37600,37900,36850,36850,107618,-0.026420079260237816
2016-04-12,36700,37200,36250,36250,123156,-0.016282225237449155
2016-04-14,36300,36550,36100,36200,84308,-0.0013793103448276334
2016-04-15,36050,36700,36050,36250,90395,0.0013812154696133394
2016-04-18,36100,36300,35800,35850,87283,-0.011034482758620734
2016-04-19,35850,36200,35650,35700,97641,-0.004184100418409997
2016-04-20,35850,36250,35650,35750,70638,0.0014005602240896309
2016-04-21,35800,36050,35700,35850,60804,0.002797202797202747
2016-04-22,35900,36350,35900,36150,73246,0.008368200836819994
2016-04-25,36100,36350,35550,35900,70193,-0.006915629322268302
2016-04-26,36100,38100,35850,37000,225690,0.03064066852367686
2016-04-27,37200,37450,35850,36050,123970,-0.025675675675675635
2016-04-28,35950,36150,35850,36050,68035,0.0
2016-04-29,35950,36300,35850,36250,69033,0.00554785020804438
2016-05-02,36500,36500,35700,35900,99852,-0.0096551724137931
2016-05-03,36150,36250,35650,35800,78048,-0.0027855153203342198
2016-05-04,35800,35900,35300,35300,97947,-0.013966480446927387
2016-05-09,35150,35900,35100,35450,62302,0.004249291784702569
2016-05-10,35250,36450,35250,36250,90572,0.02256699576868826
2016-05-11,36350,37400,36200,36850,108703,0.016551724137930934
2016-05-12,36900,38750,36700,37800,217966,0.02578018995929443
2016-05-13,37800,38350,37300,37450,98659,-0.0092592592592593
2016-05-16,37350,38400,37250,37850,97130,0.010680907877169465
2016-05-17,38100,38200,37350,37900,107714,0.0013210039630118242
2016-05-18,37900,37950,36450,36500,143801,-0.03693931398416883
2016-05-19,36450,43150,36450,38900,1140054,0.0657534246575342
2016-05-20,38850,41650,38550,40650,438570,0.04498714652956304
2016-05-23,41200,42600,40500,41050,310976,0.009840098400984099
2016-05-24,40850,42800,40850,41400,265475,0.008526187576126665
2016-05-25,42250,42400,39750,39750,282477,-0.03985507246376807
2016-05-26,39900,41650,39750,40800,220814,0.026415094339622636
2016-05-27,41100,43000,41100,41800,279727,0.02450980392156854
2016-05-30,42400,42600,41100,41800,192784,0.0
2016-05-31,42000,42950,41500,42750,195708,0.022727272727272707
2016-06-01,42600,43300,42350,43300,202192,0.012865497076023358
2016-06-02,43300,45150,43100,44600,363253,0.03002309468822162
2016-06-03,44600,45200,43600,45000,239396,0.008968609865470878
2016-06-07,47550,48250,44250,44600,584788,-0.008888888888888835
2016-06-08,44350,47100,44200,46600,393063,0.04484304932735417
2016-06-09,47900,48400,43800,47000,434185,0.008583690987124415
2016-06-10,47200,48100,46150,48000,255671,0.02127659574468077
2016-06-13,47350,48250,46900,47050,229546,-0.019791666666666652
2016-06-14,46500,47000,43800,44300,440371,-0.05844845908607865
2016-06-15,44300,44450,41650,42800,423700,-0.033860045146726914
2016-06-16,42850,43800,40200,40600,435801,-0.051401869158878455
2016-06-17,41000,42550,40100,41650,340493,0.02586206896551735
2016-06-20,41650,42500,41550,41850,130570,0.004801920768307433
2016-06-21,42350,42550,41150,41750,139681,-0.002389486260453988
2016-06-22,41750,42100,40750,40900,142281,-0.02035928143712573
2016-06-23,40450,40800,38950,40200,236305,-0.017114914425427896
2016-06-24,41400,41400,34600,38500,879759,-0.04228855721393032
2016-06-27,37000,39150,36750,38400,284992,-0.0025974025974025983
2016-06-28,37900,39700,37700,39150,216563,0.01953125
2016-06-29,39550,40050,39050,39150,166330,0.0
2016-06-30,39500,39650,38950,39150,146393,0.0
2016-07-01,39500,40650,39300,40600,149464,0.03703703703703698
2016-07-04,40900,41000,40050,40450,114948,-0.003694581280788145
2016-07-05,40550,40600,39900,40200,86990,-0.006180469715698411
2016-07-06,40150,40300,38700,39550,133112,-0.016169154228855676
2016-07-07,39800,41000,39700,40750,160478,0.03034134007585343
2016-07-08,40750,41150,40350,40850,113682,0.0024539877300613355
2016-07-11,40850,41300,40550,41300,101625,0.01101591187270512
2016-07-12,41500,42500,39300,40300,229024,-0.02421307506053272
2016-07-13,40800,40950,40000,40050,90955,-0.006203473945409432
2016-07-14,40000,40300,39700,39750,87075,-0.0074906367041198685
2016-07-15,40000,40000,38700,38700,147308,-0.026415094339622636
2016-07-18,38700,39150,38000,38150,121274,-0.014211886304909549
2016-07-19,38400,38950,38100,38500,59894,0.00917431192660545
2016-07-20,38550,39050,38500,38550,63513,0.0012987012987013546
2016-07-21,38600,39000,38200,38350,66377,-0.005188067444876765
2016-07-22,38200,38850,38000,38800,54163,0.011734028683181297
2016-07-25,39050,39250,38450,38500,74176,-0.0077319587628865705
2016-07-26,38300,38950,38300,38900,59161,0.010389610389610393
2016-07-27,39100,39100,38150,38350,74767,-0.014138817480719768
2016-07-28,38500,39350,38400,38850,63366,0.01303780964797907
2016-07-29,38750,42700,38600,41650,330882,0.072072072072072
2016-08-01,41500,41650,39850,39900,188886,-0.04201680672268904
2016-08-02,39950,40500,39800,39850,90594,-0.0012531328320801727
2016-08-03,39500,40600,38650,39600,101309,-0.006273525721455453
2016-08-04,39600,39850,38800,39050,89190,-0.01388888888888884
2016-08-05,38450,39600,38450,38700,96396,-0.008962868117797673
2016-08-08,38500,40450,38500,39800,94152,0.028423772609819098
2016-08-09,39900,40750,39750,39800,83713,0.0
2016-08-10,39900,40700,39550,40700,92360,0.022613065326633208
2016-08-11,40850,40900,40200,40500,54745,-0.004914004914004955
2016-08-12,40500,40700,39850,40150,69179,-0.00864197530864197
2016-08-16,40500,41150,40250,40700,73340,0.013698630136986356
2016-08-17,40800,40950,39750,40000,81323,-0.017199017199017175
2016-08-18,40350,40400,39900,40150,59934,0.00374999999999992
2016-08-19,40300,40650,39850,40100,55142,-0.001245330012453305
2016-08-22,40150,40450,39550,40250,75142,0.0037406483790523026
2016-08-23,40350,41450,40050,40100,137000,-0.003726708074534124
2016-08-24,40150,40600,39850,40100,67602,0.0
2016-08-25,40150,40600,39600,40200,117753,0.0024937655860348684
2016-08-26,39950,40550,39900,40150,57972,-0.0012437810945273853
2016-08-29,40000,40500,39000,39000,125727,-0.028642590286425906
2016-08-30,39000,40450,39000,39800,107045,0.02051282051282044
2016-08-31,39900,40250,39500,40050,74013,0.00628140703517599
2016-09-01,40200,40350,39750,40000,57827,-0.0012484394506866447
2016-09-02,39800,41000,39650,40550,90870,0.013749999999999929
2016-09-05,41500,43850,41500,43300,419024,0.06781750924784213
2016-09-06,44250,51200,43850,46000,1807092,0.06235565819861422
2016-09-07,46300,47150,44100,46800,550587,0.017391304347825987
2016-09-08,47700,49800,45300,45350,955285,-0.030982905982905984
2016-09-09,45750,49400,43100,46750,1495053,0.030871003307607392
2016-09-12,46700,48000,42800,42850,924595,-0.08342245989304808
2016-09-13,42900,43700,40250,40950,634570,-0.04434072345390894
2016-09-19,41250,41600,39700,39950,359111,-0.024420024420024444
2016-09-20,39900,40750,39900,40400,182205,0.01126408010012514
2016-09-21,40200,40500,39700,39900,180050,-0.012376237623762387
2016-09-22,40300,41000,39700,39900,223859,0.0
2016-09-23,39700,40050,39000,39400,236937,-0.01253132832080206
2016-09-26,39600,39650,38500,38550,255623,-0.021573604060913687
2016-09-27,37950,39150,37700,38700,189315,0.0038910505836575737
2016-09-28,38750,39400,38350,38550,151117,-0.003875968992248069
2016-09-29,38750,38800,38200,38200,125099,-0.009079118028534339
2016-09-30,38600,38600,36450,37050,276610,-0.030104712041884807
2016-10-04,36350,37850,35200,37200,193325,0.004048582995951344
2016-10-05,37100,37550,35900,36150,164918,-0.028225806451612878
2016-10-06,35850,36700,35100,35150,144705,-0.02766251728907332
2016-10-07,34950,35800,33850,34300,252103,-0.024182076813655806
2016-10-10,34250,35200,34200,34800,90603,0.014577259475218707
