종목코드,날짜,Y5,그룹,기간수익률,표준편차,성과
000020,2023-09-30,0.09988785883062706,G3,-0.009220392380138989,0.012398441264055673,-3.643377312276616
000040,2023-09-30,0.38486418797064537,G5,-0.8789875569660062,0.04040944491481065,-22.641720670099662
000050,2023-09-30,0.011943339494473314,G1,0.020416977390671803,0.01654594839452172,-0.9388902629109711
000070,2023-09-30,0.2503699552551159,G5,-0.02675590995881881,0.009665697818027563,-6.487655456264921
000080,2023-09-30,0.0461202491365547,G2,0.11969258995077707,0.01852655181111784,4.520041482927672
000100,2023-09-30,0.03998086658528828,G2,-0.16768227230727528,0.028714460066811272,-7.091691052605065
000120,2023-09-30,0.028030147991642374,G2,0.5464609951687621,0.025476336844091688,20.038563277916484
000140,2023-09-30,0.041058994610498646,G2,0.007341480131465314,0.008080842789384812,-3.540512771147281
000180,2023-09-30,0.1577456799894918,G4,0.1310044546020729,0.019735838878955646,4.816245610644502
000210,2023-09-30,0.060385084689312016,G3,0.30158782234478254,0.024401127106281274,10.886219065163083
000220,2023-09-30,0.06923584112391104,G3,0.17502817685604072,0.04020938845699544,3.45880340298807
000230,2023-09-30,0.3589059956411374,G5,-0.2527645491191902,0.021209967137292774,-13.612296260490927
000250,2023-09-30,0.19619040767132123,G4,-0.12606492534163088,0.03695664476727193,-4.383967581224401
000270,2023-09-30,0.13022391670482097,G4,0.24975901305654358,0.019412649872708413,11.013808379051445
000300,2023-09-30,0.21329156365282628,G4,-1.0502026920418337,0.0751060546033142,-14.461610385573637
000390,2023-09-30,0.06091155197535161,G3,0.0304128661689325,0.011565179274947372,-0.4789325723624258
000430,2023-09-30,0.08290993305568653,G3,-0.023195964479194527,0.024313828107054312,-2.432680343370088
000440,2023-09-30,0.015471200723505822,G1,0.1890130149039486,0.07004507359746706,2.1851816239731647
000480,2023-09-30,0.022814483902054095,G1,-0.18747759789317886,0.03934261549201689,-5.67906841799654
000490,2023-09-30,0.010032829196972829,G1,-0.16918079651266033,0.047311410181008665,-4.335795592580298
000520,2023-09-30,0.002457205707630156,G1,0.20449209996201856,0.032641986602141404,5.163297650580072
000590,2023-09-30,0.18554050571865144,G4,0.13165569796431073,0.010679098815284241,8.961794659903402
000640,2023-09-30,0.09974025483512665,G3,0.0782659084915661,0.021378803511732734,1.9792548839053772
000670,2023-09-30,0.09084085142613506,G3,0.037956714233919116,0.016613733048961767,0.120677694717669
000680,2023-09-30,0.05289846070799388,G2,0.3003965053893347,0.07067636770258762,3.7416283088178166
000720,2023-09-30,0.03520607543650021,G2,-0.03182407795267242,0.01803777529095981,-3.7574414853452613
000760,2023-09-30,0.10289127287169333,G3,-0.12236607033178583,0.01733816340828723,-9.131179227727737
000850,2023-09-30,0.003722214126036349,G1,-0.0348548878146477,0.009372261759969244,-7.554920771205148
000860,2023-09-30,0.020223923095521474,G1,-0.109359670740267,0.012507074511925235,-11.618342709210792
000880,2023-09-30,0.010442597374663829,G1,0.14127422292799907,0.017383251830988985,6.058844267062045
000890,2023-09-30,0.01235241479144488,G1,0.030310629774783097,0.013959393303026549,-0.4041133688030334
000910,2023-09-30,0.12760054158148051,G4,0.08712305736918502,0.03253193170594246,1.5729545543993055
000950,2023-09-30,0.257654229546923,G5,0.1525606480240926,0.02334634105537127,4.994737313166633
000990,2023-09-30,0.23756647511798495,G5,0.04298705796191348,0.023183201017782432,0.3034633020522708
001020,2023-09-30,0.09011985890372422,G3,0.07376981174645998,0.017507290251866085,2.1601289504818335
001060,2023-09-30,0.05388736615152387,G2,-0.1475773336121421,0.03702251773002514,-4.957230142460468
001070,2023-09-30,0.010406832004975237,G1,-0.24006666436101579,0.00992651207585682,-27.806189070304086
001130,2023-09-30,0.040956989618079635,G2,0.0587693663807678,0.011136773244243238,2.048848320014675
001140,2023-09-30,0.3597435934098722,G5,-0.10210732693073862,0.05114705920881466,-2.6992584968768103
001210,2023-09-30,0.20305680699163475,G4,-0.09513302120986979,0.013421077268624047,-9.76708693461121
001250,2023-09-30,0.020904155215624096,G1,0.12407938803534477,0.02677347865881277,3.2915999422219637
001260,2023-09-30,0.02386653128207991,G1,-0.1996460835083249,0.016797367742759483,-14.02588157533166
001340,2023-09-30,0.05182754268623874,G2,,,
001380,2023-09-30,0.056145144224532484,G2,0.05559578996084131,0.023394617188316147,0.8396795969688422
001390,2023-09-30,0.05241806961050486,G2,-0.07327572427700932,0.02923381594783342,-3.7363419028441984
001430,2023-09-30,0.0385609053681265,G2,-0.07717837344072237,0.030054877220350506,-3.7641205399114486
001440,2023-09-30,0.02546514404908874,G1,-0.13272119355110626,0.029096509025542457,-5.797018488779937
001460,2023-09-30,0.1698183406544758,G4,0.09708652430511659,0.015620991214214458,3.9136259817220087
001470,2023-09-30,0.1926182029465266,G4,-0.42019369332479584,0.031478002994962076,-14.490928812311115
001530,2023-09-30,0.008453435687550678,G1,0.04468449263751235,0.02764005727150103,0.3159431010875922
001540,2023-09-30,0.015635812411266013,G1,0.14419487333013079,0.02065266191599623,5.2411193550491895
001560,2023-09-30,0.3291415299187219,G5,0.09080220146415077,0.017079333094309916,3.211506792001665
001570,2023-09-30,0.37865966672333984,G5,-0.32208687852609424,0.05355130203060387,-6.6859006630762305
001620,2023-09-30,0.015541089561708533,G1,-0.056433666694253135,0.013253543373836723,-6.97062448262275
001680,2023-09-30,0.03320819223978235,G2,0.005082387517004097,0.015615310003700904,-1.9768688360714812
001740,2023-09-30,0.006802947549716796,G1,0.09808799919529135,0.027595817810157745,2.2516524929188355
001780,2023-09-30,0.05180852997891618,G2,-0.006298235693134773,0.030056726283309715,-1.4056768033819964
