종목코드,날짜,기간수익률,표준편차,Y7,그룹,성과
000020,2018-12-31,0.07046468955036571,0.012030239764982369,0.039231225256768434,G4,4.428068238779199
000040,2018-12-31,0.08902380650038527,0.014219027486661965,-0.15772077696397407,G1,5.051670349861541
000050,2018-12-31,-0.023102888288203893,0.01275853553707324,0.02085726237179039,G3,-3.1584232464031365
000070,2018-12-31,-0.05113903327310479,0.014140130761382336,0.03902170229498065,G3,-4.832557871520937
000080,2018-12-31,0.21862448488795044,0.01577411398288541,0.01225120057984313,G3,12.769688247742451
000100,2018-12-31,0.19598387112044202,0.01700756850521201,0.041121765257055,G4,10.512373013432384
000120,2018-12-31,-0.19083080195405133,0.020528373849487965,0.012685786994783342,G3,-10.133523990814734
000140,2018-12-31,0.27051891278743734,0.013943861626573458,0.00734902003862762,G2,18.167488507094447
000150,2018-12-31,-0.07678321650519959,0.02119538607683294,0.000327352501618043,G2,-4.433850985619348
000180,2018-12-31,0.03704765270525933,0.01387822854083504,-0.014243181275599367,G2,1.430563396812026
000210,2018-12-31,0.13553407418557162,0.018470383453608765,0.0696945956479638,G4,6.407019515358326
000220,2018-12-31,0.1133011181138188,0.01736805374923433,0.034373720852102656,G3,5.5335590595985416
000230,2018-12-31,-0.02305601423199581,0.014022895039777713,-0.011089401782056028,G2,-2.870304673890121
000240,2018-12-31,0.04582261121145661,0.014843949449854083,0.06335380955843184,G4,1.9286406468858786
000250,2018-12-31,0.04027499137529063,0.027276060106756317,0.05537407760177558,G4,0.8462008201626113
000270,2018-12-31,0.2873674435460769,0.018476359299646094,0.028359534284975816,G3,14.622657647121162
000300,2018-12-31,0.08531714222756917,0.020671512850915553,0.0238254202149523,G3,3.2955099018020446
000320,2018-12-31,0.023167877183216105,0.010776298263725925,0.013927666901235895,G3,0.5543564306470732
000360,2018-12-31,,,0.008766526664873094,G2,
000390,2018-12-31,-0.2075112608919818,0.009760000697709667,0.0018067838328074107,G2,-23.023074976507026
000430,2018-12-31,0.206586635359914,0.02706140313015084,0.028949032578709073,G3,6.998627067003439
000480,2018-12-31,0.06895619153947964,0.026735810757253755,0.06909465783334684,G4,1.9360633970408831
