종목코드,날짜,기간수익률,표준편차,Y2,그룹,성과
000020,2018-12-31,0.03770927305387079,0.013494226906742823,0.036613454800077404,G3,1.4610354766200038
000040,2018-12-31,-0.009548390593907694,0.012757460867818909,-0.4446260187413588,G1,-2.1589029112323486
000050,2018-12-31,-0.06665275569270022,0.013388848575591226,0.11660561167835924,G5,-6.322163106734643
000070,2018-12-31,0.056255132854815676,0.015079412817886054,0.05401181832792661,G4,2.537327182652205
000080,2018-12-31,0.1144716444293277,0.01447113995324161,0.04796395333547964,G3,6.666918841743136
000100,2018-12-31,0.17002711013583252,0.018432514023599886,0.033003482120937705,G3,8.248108810747073
000120,2018-12-31,-0.00023221788279749814,0.017473999947488637,0.026322704590859298,G3,-1.043032319510579
000140,2018-12-31,0.14879399705095608,0.011960392599025711,0.055157789576256284,G4,10.936118288295294
000150,2018-12-31,-0.1694237080710736,0.0233272841366449,0.06691269770184263,G4,-8.03425875840464
000180,2018-12-31,0.05819971527944112,0.01640986181331634,-0.05331593103642505,G1,2.450111215028959
000210,2018-12-31,-0.0507775499873638,0.01903797866079418,0.07695928604935058,G4,-3.612320405765928
000220,2018-12-31,0.1723520494826007,0.01856517270650094,0.0641112063846852,G4,8.314402624166807
000230,2018-12-31,-0.0545255238112472,0.011910622038096286,-0.014335956515582709,G2,-6.088620089937596
000240,2018-12-31,-0.060269950756030116,0.013138588888591965,0.24937729096791844,G5,-5.95677969934386
000250,2018-12-31,0.23667568254960591,0.028727862073067333,0.09689984474691922,G4,7.612190325191765
000270,2018-12-31,0.05721141205226811,0.01805935231609384,0.021367528073246256,G2,2.171599653867953
000300,2018-12-31,0.11267235247236008,0.016877254870804242,0.07253292691522732,G4,5.6098355084145926
000320,2018-12-31,0.024283750064808186,0.011845795470311532,0.012244842161281935,G2,0.5309918837458583
000360,2018-12-31,,,-0.09987115712445198,G1,
000390,2018-12-31,-0.1433285957307063,0.00924395339412769,0.015039257335909294,G2,-17.45165922696529
000430,2018-12-31,0.19756490439813265,0.033553966502691886,0.04242586926409005,G3,5.351712310083135
000480,2018-12-31,-0.009994722784262,0.005390558002034667,0.04997753002768228,G4,-5.192125117150593
000490,2018-12-31,0.12262164890165626,0.0286363282211006,0.007971635373399674,G2,3.6536779184910366
000500,2018-12-31,0.05233358982804932,0.014710501666863784,0.00615344808302251,G2,2.334377289922236
000520,2018-12-31,0.5020843560695646,0.039499927184935134,-0.06058983630353276,G1,12.255481509865477
000590,2018-12-31,-0.0228883826895333,0.015928886749018347,0.10868499362387277,G5,-2.566539152876585
000640,2018-12-31,-0.03751715524738528,0.018024432479145813,0.07144743886840862,G4,-3.0797576636696014
000660,2018-12-31,0.2265926968207641,0.027718598722469057,0.5153595249418063,G5,7.525595723499245
000670,2018-12-31,0.0774691191322164,0.014662850813263696,-0.03665524378944225,G1,4.056195556791517
000680,2018-12-31,0.2394336353907813,0.026571611576467643,0.008618872020345917,G2,8.33370252835299
000700,2018-12-31,0.2305911896403509,0.02966137406246076,0.08484906352014929,G4,7.167485241213202
000720,2018-12-31,-0.008447887238930918,0.021668106317335453,0.050205864671666676,G4,-1.220301195925726
000760,2018-12-31,0.035973433848373204,0.02063938676710104,0.006934714184205822,G2,0.871135622278921
000850,2018-12-31,0.02475857183490569,0.010341347719042713,0.039700189284964854,G3,0.6541548746967956
000860,2018-12-31,0.0881758365606984,0.013962002428831576,0.0055261612586049854,G2,5.02665059004809
000880,2018-12-31,-0.0225382784684158,0.01684664597194512,0.03705667481183327,G3,-2.405939280107949
000890,2018-12-31,-0.15737543889343342,0.03612973754714821,-0.13394409997208534,G1,-4.853873280373025
000910,2018-12-31,0.14045341238471462,0.05081527870882575,-0.003432665551356719,G2,2.409898886373443
000950,2018-12-31,0.029801262193195396,0.011605538345545752,-0.05836472065868862,G1,1.017405055075955
000970,2018-12-31,0.0145388259580814,0.01995778331370246,0.04560082987686301,G3,-0.17311055046408233
000990,2018-12-31,0.16863070849975173,0.03084282258194679,0.16882812626077906,G5,4.884020562189554
001020,2018-12-31,0.07519994795584153,0.03475329484104482,0.0052839504766719805,G2,1.646066060899634
001040,2018-12-31,0.03130724128337098,0.015437847456029325,0.04513279658927411,G3,0.862394353081395
001060,2018-12-31,-0.0546741445679352,0.01728585125099121,0.04018020676828097,G3,-4.203893249244961
001070,2018-12-31,-0.04124717885340061,0.012166280428577798,-0.06420549365744142,G1,-4.869270276542935
001080,2018-12-31,0.011500295614945226,0.01722473162573782,0.009249407172711978,G2,-0.3769831274997261
001120,2018-12-31,0.05196564343820007,0.015954424528650316,0.016585464571509202,G2,2.129309933030512
001130,2018-12-31,0.07744858004687248,0.01099310887408432,0.037935342818166615,G3,5.408374638540593
001140,2018-12-31,0.7949670287870898,0.07779719623664537,-0.0739871265703773,G1,9.987163259844412
001210,2018-12-31,-0.2863938808849955,0.014398226626394997,-0.6183984867793683,G1,-21.14063194008545
001230,2018-12-31,0.03442219425889607,0.023045635642285504,0.024302226943042193,G3,0.7128666659639811
001250,2018-12-31,0.04629288225971661,0.0189928738780809,0.013830114372384033,G2,1.4899879622123167
001260,2018-12-31,0.19976321222694174,0.03898522968299742,0.07088780960601727,G4,4.662521803550059
001360,2018-12-31,0.002952652455006301,0.015457916211654214,-0.1029104240513627,G1,-0.973033891024268
001380,2018-12-31,-0.2464824695901158,0.03191243678687403,0.0385279636559444,G3,-8.287558865215123
001390,2018-12-31,-0.14967714522279088,0.022979914790632827,0.056490477374378255,G4,-7.296409737110815
001430,2018-12-31,0.0885260494097271,0.018269906946249734,0.017041146999446446,G2,3.860573609032309
001440,2018-12-31,0.05134120478955191,0.016453440840537143,0.029997649627172152,G3,2.026778246519281
001460,2018-12-31,0.014237782051743602,0.017064299341568067,0.10788628588384525,G5,-0.22010553651425624
001470,2018-12-31,0.0738086987969189,0.028806959004832256,-0.052807563372364634,G1,1.9375516163992472
001520,2018-12-31,-0.090487867281368,0.01697033750489675,0.0013537511917250688,G2,-6.392424196844948
001530,2018-12-31,0.34105681768077883,0.032879343900261544,0.04888552978352346,G3,9.825715800388878
